iter	Passed	Remaining
1664	39104	195757
1665	39126	195727
1666	39148	195697
1667	39171	195668
1668	39193	195640
1669	39216	195611
1670	39242	195600
1671	39264	195572
1672	39287	195543
1673	39310	195520
1674	39332	195489
1675	39355	195460
1676	39377	195430
1677	39400	195407
1678	39422	195375
1679	39446	195354
1680	39470	195333
1681	39493	195305
1682	39515	195277
1683	39537	195245
1684	39559	195215
1685	39581	195181
1686	39604	195156
1687	39625	195121
1688	39647	195093
1689	39670	195066
1690	39692	195034
1691	39715	195007
1692	39738	194982
1693	39764	194970
1694	39787	194946
1695	39810	194922
1696	39834	194899
1697	39856	194870
1698	39880	194848
1699	39903	194822
1700	39925	194790
1701	39947	194762
1702	39974	194754
1703	39997	194727
1704	40020	194704
1705	40043	194676
1706	40067	194657
1707	40090	194631
1708	40112	194602
1709	40135	194576
1710	40158	194547
1711	40181	194523
1712	40203	194493
1713	40225	194462
1714	40247	194433
1715	40272	194414
1716	40294	194385
1717	40317	194358
1718	40338	194323
1719	40362	194302
1720	40385	194276
1721	40407	194246
1722	40429	194218
1723	40451	194186
1724	40474	194162
1725	40496	194131
1726	40519	194104
1727	40541	194074
1728	40566	194056
1729	40588	194028
1730	40611	194000
1731	40633	193969
1732	40656	193943
1733	40680	193922
1734	40702	193896
1735	40726	193871
1736	40749	193846
1737	40774	193832
1738	40797	193804
1739	40820	193779
1740	40842	193751
1741	40865	193725
1742	40888	193698
1743	40911	193671
1744	40937	193660
1745	40958	193628
1746	40984	193615
1747	41008	193594
1748	41031	193566
1749	41053	193537
1750	41077	193517
1751	41099	193488
1752	41122	193460
1753	41144	193432
1754	41167	193405
1755	41190	193378
1756	41215	193364
1757	41239	193344
1758	41262	193317
1759	41290	193313
1760	41312	193284
1761	41335	193257
1762	41356	193225
1763	41381	193209
1764	41404	193181
1765	41429	193167
1766	41451	193137
1767	41474	193109
1768	41496	193080
1769	41518	193047
1770	41541	193025
1771	41564	192997
1772	41588	192977
1773	41611	192950
1774	41633	192921
1775	41656	192895
1776	41678	192863
1777	41700	192833
1778	41723	192811
1779	41746	192783
1780	41770	192761
1781	41791	192728
1782	41817	192716
1783	41840	192689
1784	41863	192667
1785	41885	192636
1786	41909	192613
1787	41932	192590
1788	41954	192561
1789	41978	192537
1790	42000	192509
1791	42023	192484
1792	42045	192453
1793	42068	192425
1794	42090	192397
1795	42112	192368
1796	42135	192339
1797	42157	192310
1798	42181	192288
1799	42202	192255
1800	42225	192230
1801	42247	192200
1802	42270	192173
1803	42292	192145
1804	42315	192117
1805	42337	192091
1806	42361	192068
1807	42386	192050
1808	42409	192024
1809	42431	191998
1810	42456	191982
1811	42487	191990
1812	42519	192006
1813	42542	191979
1814	42564	191948
1815	42586	191921
1816	42608	191890
1817	42630	191860
1818	42652	191830
1819	42675	191805
1820	42698	191778
1821	42722	191757
1822	42750	191755
1823	42773	191731
1824	42797	191707
1825	42822	191694
1826	42846	191672
1827	42868	191643
1828	42892	191621
1829	42915	191596
1830	42938	191568
1831	42961	191545
1832	42984	191519
1833	43008	191496
1834	43037	191500
1835	43060	191473
1836	43083	191448
1837	43106	191421
1838	43128	191394
1839	43149	191360
1840	43174	191343
1841	43196	191313
1842	43220	191290
1843	43242	191262
1844	43267	191244
1845	43289	191216
1846	43313	191191
1847	43335	191165
1848	43365	191167
1849	43390	191152
1850	43412	191124
1851	43436	191099
1852	43461	191087
1853	43485	191062
1854	43512	191055
1855	43534	191028
1856	43558	191005
1857	43581	190981
1858	43604	190955
1859	43626	190926
1860	43649	190898
1861	43672	190873
1862	43694	190843
1863	43716	190814
1864	43749	190833
1865	43773	190812
1866	43796	190785
1867	43821	190769
1868	43845	190748
1869	43867	190718
1870	43889	190689
1871	43912	190663
1872	43935	190635
1873	43976	190690
1874	44003	190683
1875	44026	190655
1876	44051	190640
1877	44074	190612
1878	44096	190585
1879	44119	190559
1880	44142	190531
1881	44165	190509
1882	44187	190477
1883	44209	190449
1884	44232	190423
1885	44255	190395
1886	44277	190366
1887	44301	190346
1888	44323	190316
1889	44346	190289
1890	44369	190266
1891	44393	190243
1892	44416	190219
1893	44438	190189
1894	44461	190163
1895	44488	190153
1896	44510	190123
1897	44532	190095
1898	44556	190073
1899	44578	190046
1900	44601	190019
1901	44623	189991
1902	44648	189973
1903	44676	189967
1904	44697	189935
1905	44719	189906
1906	44742	189880
1907	44765	189853
1908	44789	189834
1909	44812	189806
1910	44837	189789
1911	44859	189761
1912	44881	189729
1913	44902	189699
1914	44926	189675
1915	44949	189650
1916	44972	189624
1917	44999	189617
1918	45022	189590
1919	45045	189565
1920	45068	189539
1921	45091	189514
1922	45113	189485
1923	45136	189459
1924	45160	189440
1925	45183	189414
1926	45205	189383
1927	45228	189358
1928	45251	189332
1929	45273	189302
1930	45295	189273
1931	45318	189247
1932	45339	189217
1933	45362	189188
1934	45390	189185
1935	45413	189159
1936	45438	189143
1937	45465	189136
1938	45488	189108
1939	45509	189077
1940	45531	189047
1941	45554	189020
1942	45576	188992
1943	45602	188976
1944	45623	188946
1945	45646	188917
1946	45668	188888
1947	45693	188870
1948	45714	188840
1949	45738	188816
1950	45760	188787
1951	45783	188762
1952	45806	188737
1953	45827	188706
1954	45850	188677
1955	45872	188649
1956	45895	188622
1957	45918	188597
1958	45941	188573
1959	45964	188547
1960	45985	188516
1961	46008	188488
1962	46030	188459
1963	46053	188436
1964	46076	188409
1965	46099	188385
1966	46122	188358
1967	46144	188328
1968	46166	188300
1969	46189	188274
1970	46212	188248
1971	46236	188227
1972	46258	188200
1973	46281	188172
1974	46303	188146
1975	46325	188117
1976	46348	188088
1977	46370	188059
1978	46392	188029
1979	46414	188003
1980	46436	187972
1981	46462	187958
1982	46485	187936
1983	46510	187916
1984	46532	187888
1985	46555	187862
1986	46578	187835
1987	46600	187808
1988	46623	187783
1989	46647	187762
1990	46675	187754
1991	46699	187735
1992	46722	187709
1993	46745	187684
1994	46771	187673
1995	46795	187651
1996	46819	187630
1997	46843	187607
1998	46864	187576
1999	46894	187579
2000	46918	187555
2001	46939	187524
2002	46963	187501
2003	46985	187471
2004	47013	187466
2005	47035	187440
2006	47058	187414
2007	47081	187387
2008	47104	187363
2009	47127	187338
2010	47151	187316
2011	47174	187290
2012	47207	187305
2013	47230	187280
2014	47254	187258
2015	47275	187225
2016	47300	187210
2017	47323	187182
2018	47345	187152
2019	47366	187122
2020	47390	187098
2021	47413	187074
2022	47435	187046
2023	47459	187023
2024	47481	186995
2025	47504	186970
2026	47527	186943
2027	47552	186927
2028	47574	186899
2029	47597	186872
2030	47619	186843
2031	47642	186819
2032	47665	186793
2033	47690	186775
2034	47713	186750
2035	47737	186728
2036	47761	186708
2037	47783	186679
2038	47810	186667
2039	47832	186639
2040	47854	186610
2041	47876	186582
2042	47899	186557
2043	47922	186532
2044	47943	186498
2045	47965	186468
2046	47989	186450
2047	48013	186426
2048	48035	186398
2049	48058	186372
2050	48080	186344
2051	48102	186313
2052	48125	186290
2053	48151	186276
2054	48220	186430
2055	48243	186405
2056	48266	186378
2057	48289	186352
2058	48312	186328
2059	48335	186301
2060	48356	186271
2061	48381	186251
2062	48404	186227
2063	48430	186213
2064	48452	186184
2065	48475	186157
2066	48497	186129
2067	48521	186107
2068	48544	186081
2069	48566	186052
2070	48588	186025
2071	48626	186058
2072	48649	186030
2073	48671	186003
2074	48693	185974
2075	48716	185947
2076	48741	185931
2077	48764	185906
2078	48786	185876
2079	48809	185850
2080	48832	185826
2081	48855	185801
2082	48877	185773
2083	48899	185744
2084	48925	185730
2085	48949	185706
2086	48971	185680
2087	48993	185650
2088	49016	185622
2089	49041	185606
2090	49063	185578
2091	49087	185557
2092	49109	185527
2093	49132	185502
2094	49155	185476
2095	49178	185451
2096	49203	185434
2097	49226	185407
2098	49251	185389
2099	49273	185361
2100	49297	185339
2101	49319	185312
2102	49343	185288
2103	49368	185271
2104	49390	185244
2105	49413	185218
2106	49435	185191
2107	49458	185162
2108	49480	185136
2109	49504	185112
2110	49526	185084
2111	49551	185066
2112	49573	185038
2113	49595	185008
2114	49617	184982
2115	49639	184953
2116	49663	184930
2117	49686	184904
2118	49709	184879
2119	49732	184853
2120	49757	184835
2121	49780	184810
2122	49803	184785
2123	49828	184769
2124	49851	184742
2125	49873	184714
2126	49894	184681
2127	49916	184652
2128	49938	184625
2129	49962	184603
2130	49986	184582
2131	50008	184553
2132	50030	184523
2133	50052	184496
2134	50074	184468
2135	50097	184440
2136	50119	184411
2137	50141	184383
2138	50168	184373
2139	50191	184349
2140	50214	184324
2141	50237	184297
2142	50268	184302
2143	50290	184274
2144	50313	184247
2145	50335	184219
2146	50357	184192
2147	50379	184161
2148	50400	184128
2149	50422	184098
2150	50444	184070
2151	50469	184053
2152	50491	184026
2153	50514	184000
2154	50536	183970
2155	50560	183949
2156	50584	183929
2157	50606	183900
2158	50629	183874
2159	50651	183846
2160	50674	183821
2161	50696	183793
2162	50718	183764
2163	50742	183740
2164	50766	183722
2165	50789	183694
2166	50811	183665
2167	50833	183638
2168	50855	183609
2169	50879	183589
2170	50901	183560
2171	50923	183531
2172	50948	183511
2173	50973	183496
2174	50999	183480
2175	51024	183462
2176	51052	183455
2177	51084	183463
2178	51108	183443
2179	51137	183436
2180	51160	183414
2181	51184	183392
2182	51207	183365
2183	51239	183375
2184	51264	183354
2185	51292	183348
2186	51317	183330
2187	51342	183313
2188	51367	183296
2189	51392	183276
2190	51417	183257
2191	51440	183231
2192	51462	183203
2193	51485	183177
2194	51506	183148
2195	51527	183115
2196	51549	183084
2197	51572	183062
2198	51602	183059
2199	51625	183037
2200	51650	183016
2201	51674	182996
2202	51699	182978
2203	51721	182949
2204	51744	182925
2205	51771	182914
2206	51798	182903
2207	51822	182880
2208	51847	182862
2209	51880	182872
2210	51906	182857
2211	51933	182846
2212	51962	182844
2213	51991	182839
2214	52015	182817
2215	52041	182801
2216	52066	182784
2217	52091	182767
2218	52115	182743
2219	52137	182716
2220	52161	182692
2221	52185	182673
2222	52209	182652
2223	52233	182628
2224	52255	182601
2225	52280	182582
2226	52303	182557
2227	52329	182540
2228	52354	182523
2229	52385	182528
2230	52417	182533
2231	52440	182507
2232	52463	182481
2233	52484	182451
2234	52515	182451
2235	52538	182426
2236	52561	182401
2237	52583	182374
2238	52606	182347
2239	52628	182320
2240	52652	182297
2241	52674	182268
2242	52697	182244
2243	52721	182222
2244	52746	182203
2245	52769	182179
2246	52792	182153
2247	52814	182126
2248	52837	182101
2249	52861	182077
2250	52886	182061
2251	52934	182122
2252	52957	182096
2253	52981	182073
2254	53003	182046
2255	53027	182024
2256	53049	181995
2257	53072	181970
2258	53095	181944
2259	53122	181931
2260	53144	181902
2261	53166	181875
2262	53189	181849
2263	53211	181820
2264	53235	181800
2265	53257	181771
2266	53281	181748
2267	53306	181730
2268	53328	181701
2269	53351	181675
2270	53376	181659
2271	53399	181633
2272	53420	181603
2273	53444	181580
2274	53468	181557
2275	53491	181531
2276	53513	181504
2277	53535	181477
2278	53557	181446
2279	53579	181419
2280	53603	181396
2281	53630	181383
2282	53652	181357
2283	53675	181329
2284	53697	181302
2285	53719	181274
2286	53742	181247
2287	53770	181239
2288	53792	181210
2289	53814	181181
2290	53837	181157
2291	53861	181134
2292	53883	181107
2293	53906	181082
2294	53930	181061
2295	53952	181032
2296	53975	181006
2297	53997	180978
2298	54019	180950
2299	54041	180923
2300	54064	180895
2301	54086	180867
2302	54112	180852
2303	54135	180826
2304	54158	180801
2305	54179	180771
2306	54203	180747
2307	54227	180728
2308	54250	180701
2309	54273	180675
2310	54293	180643
2311	54320	180629
2312	54342	180602
2313	54367	180583
2314	54389	180555
2315	54412	180530
2316	54446	180540
2317	54468	180512
2318	54491	180486
2319	54513	180459
2320	54537	180436
2321	54559	180407
2322	54582	180381
2323	54611	180376
2324	54633	180348
2325	54656	180322
2326	54679	180298
2327	54701	180269
2328	54723	180241
2329	54750	180231
2330	54773	180205
2331	54795	180175
2332	54817	180148
2333	54840	180122
2334	54863	180096
2335	54885	180068
2336	54907	180041
2337	54930	180017
2338	54954	179995
2339	54977	179970
2340	54999	179940
2341	55022	179914
2342	55043	179885
2343	55066	179858
2344	55088	179830
2345	55110	179802
2346	55133	179778
2347	55161	179769
2348	55188	179757
2349	55211	179732
2350	55235	179707
2351	55256	179678
2352	55279	179653
2353	55302	179628
2354	55329	179616
2355	55353	179593
2356	55375	179564
2357	55396	179535
2358	55420	179512
2359	55443	179487
2360	55465	179457
2361	55490	179438
2362	55513	179414
2363	55535	179386
2364	55559	179364
2365	55580	179332
2366	55604	179312
2367	55627	179284
2368	55650	179259
2369	55683	179268
2370	55706	179241
2371	55729	179218
2372	55754	179197
2373	55777	179174
2374	55800	179147
2375	55821	179118
2376	55844	179093
2377	55866	179065
2378	55889	179037
2379	55910	179008
2380	55933	178984
2381	55956	178956
2382	55980	178934
2383	56002	178908
2384	56025	178882
2385	56047	178853
2386	56068	178821
2387	56093	178802
2388	56115	178775
2389	56139	178752
2390	56162	178727
2391	56184	178701
2392	56207	178676
2393	56230	178650
2394	56251	178620
2395	56274	178595
2396	56296	178565
2397	56319	178540
2398	56342	178516
2399	56364	178487
2400	56388	178465
2401	56411	178439
2402	56435	178417
2403	56457	178390
2404	56479	178363
2405	56502	178336
2406	56524	178310
2407	56547	178285
2408	56570	178259
2409	56593	178234
2410	56617	178213
2411	56641	178189
2412	56663	178162
2413	56685	178134
2414	56709	178111
2415	56731	178083
2416	56754	178058
2417	56777	178033
2418	56799	178006
2419	56822	177980
2420	56845	177956
2421	56868	177930
2422	56895	177917
2423	56917	177889
2424	56942	177871
2425	56965	177846
2426	56988	177820
2427	57013	177802
2428	57035	177773
2429	57056	177745
2430	57079	177718
2431	57102	177693
2432	57124	177666
2433	57150	177648
2434	57174	177626
2435	57196	177601
2436	57220	177578
2437	57242	177549
2438	57264	177522
2439	57286	177494
2440	57308	177466
2441	57329	177436
2442	57353	177412
2443	57375	177383
2444	57398	177361
2445	57420	177333
2446	57443	177306
2447	57464	177276
2448	57487	177250
2449	57509	177224
2450	57532	177198
2451	57554	177171
2452	57577	177144
2453	57602	177126
2454	57631	177119
2455	57654	177095
2456	57681	177082
2457	57703	177054
2458	57726	177028
2459	57773	177079
2460	57796	177052
2461	57818	177024
2462	57841	177000
2463	57864	176974
2464	57886	176947
2465	57912	176930
2466	57934	176902
2467	57957	176879
2468	57979	176851
2469	58002	176825
2470	58024	176798
2471	58049	176777
2472	58071	176750
2473	58094	176724
2474	58116	176697
2475	58138	176670
2476	58161	176644
2477	58184	176618
2478	58207	176593
2479	58231	176574
2480	58253	176546
2481	58276	176520
2482	58299	176494
2483	58325	176478
2484	58347	176450
2485	58370	176425
2486	58393	176402
2487	58415	176372
2488	58436	176343
2489	58462	176326
2490	58483	176296
2491	58506	176271
2492	58530	176248
2493	58553	176225
2494	58575	176196
2495	58598	176170
2496	58621	176145
2497	58642	176116
2498	58665	176089
2499	58687	176063
2500	58711	176041
2501	58735	176018
2502	58757	175990
2503	58779	175964
2504	58802	175939
2505	58826	175917
2506	58849	175891
2507	58872	175867
2508	58895	175841
2509	58919	175820
2510	58945	175802
2511	58967	175775
2512	58989	175748
2513	59012	175723
2514	59034	175694
2515	59057	175668
2516	59078	175640
2517	59100	175611
2518	59124	175590
2519	59150	175574
2520	59174	175550
2521	59195	175521
2522	59220	175502
2523	59242	175474
2524	59265	175447
2525	59286	175418
2526	59308	175390
2527	59331	175366
2528	59354	175341
2529	59377	175316
2530	59399	175289
2531	59420	175258
2532	59444	175234
2533	59466	175207
2534	59488	175181
2535	59511	175155
2536	59534	175129
2537	59556	175102
2538	59578	175075
2539	59602	175051
2540	59624	175025
2541	59646	174997
2542	59668	174970
2543	59693	174951
2544	59715	174923
2545	59738	174898
2546	59761	174873
2547	59784	174849
2548	59808	174826
2549	59829	174795
2550	59852	174771
2551	59875	174746
2552	59897	174719
2553	59919	174691
2554	59943	174668
2555	59967	174646
2556	59990	174621
2557	60013	174597
2558	60035	174570
2559	60060	174550
2560	60082	174521
2561	60105	174499
2562	60128	174472
2563	60150	174447
2564	60173	174420
2565	60195	174392
2566	60217	174364
2567	60241	174344
2568	60263	174316
2569	60286	174290
2570	60308	174264
2571	60331	174238
2572	60356	174221
2573	60379	174194
2574	60402	174170
2575	60424	174142
2576	60446	174115
2577	60469	174090
2578	60493	174068
2579	60515	174041
2580	60537	174013
2581	60560	173988
2582	60582	173960
2583	60606	173940
2584	60628	173910
2585	60651	173886
2586	60675	173863
2587	60697	173838
2588	60720	173811
2589	60743	173787
2590	60776	173789
2591	60798	173763
2592	60822	173741
2593	60847	173721
2594	60869	173695
2595	60892	173671
2596	60916	173647
2597	60938	173621
2598	60960	173594
2599	60986	173577
2600	61009	173551
2601	61031	173524
2602	61057	173507
2603	61079	173481
2604	61103	173458
2605	61127	173435
2606	61153	173420
2607	61176	173394
2608	61199	173371
2609	61222	173347
2610	61248	173329
2611	61272	173307
2612	61293	173278
2613	61317	173254
2614	61338	173226
2615	61361	173199
2616	61383	173174
2617	61406	173148
2618	61429	173123
2619	61451	173095
2620	61473	173068
2621	61496	173042
2622	61520	173022
2623	61543	172995
2624	61566	172971
2625	61589	172946
2626	61611	172920
2627	61634	172894
2628	61656	172868
2629	61688	172869
2630	61710	172841
2631	61734	172817
2632	61757	172794
2633	61780	172768
2634	61805	172750
2635	61826	172720
2636	61849	172694
2637	61871	172668
2638	61893	172641
2639	61916	172616
2640	61938	172588
2641	61961	172563
2642	61989	172553
2643	62012	172529
2644	62034	172500
2645	62056	172473
2646	62081	172453
2647	62104	172429
2648	62126	172401
2649	62148	172374
2650	62173	172354
2651	62195	172327
2652	62217	172300
2653	62243	172282
2654	62266	172260
2655	62289	172234
2656	62311	172207
2657	62359	172251
2658	62380	172221
2659	62403	172195
2660	62425	172168
2661	62447	172141
2662	62471	172119
2663	62494	172095
2664	62517	172069
2665	62539	172042
2666	62562	172016
2667	62585	171992
2668	62606	171962
2669	62628	171935
2670	62650	171908
2671	62672	171880
2672	62694	171854
2673	62720	171836
2674	62746	171819
2675	62775	171810
2676	62800	171791
2677	62821	171762
2678	62846	171743
2679	62870	171721
2680	62893	171697
2681	62917	171675
2682	62940	171649
2683	62962	171622
2684	62985	171596
2685	63012	171584
2686	63035	171558
2687	63057	171530
2688	63079	171502
2689	63101	171477
2690	63123	171448
2691	63146	171424
2692	63168	171397
2693	63190	171370
2694	63215	171350
2695	63238	171326
2696	63260	171299
2697	63282	171269
2698	63304	171243
2699	63326	171217
2700	63350	171194
2701	63372	171166
2702	63394	171138
2703	63416	171111
2704	63439	171086
2705	63461	171058
2706	63483	171031
2707	63505	171006
2708	63530	170985
2709	63552	170959
2710	63575	170932
2711	63597	170905
2712	63627	170901
2713	63650	170876
2714	63672	170849
2715	63695	170823
2716	63717	170796
2717	63738	170767
2718	63764	170751
2719	63786	170723
2720	63809	170697
2721	63831	170670
2722	63853	170644
2723	63876	170618
2724	63898	170592
2725	63921	170565
2726	63944	170540
2727	63967	170516
2728	63988	170487
2729	64013	170468
2730	64035	170439
2731	64059	170419
2732	64082	170395
2733	64105	170369
2734	64128	170344
2735	64150	170317
2736	64172	170290
2737	64194	170264
2738	64218	170239
2739	64240	170214
2740	64264	170192
2741	64288	170170
2742	64311	170145
2743	64333	170117
2744	64355	170090
2745	64377	170062
2746	64399	170037
2747	64423	170014
2748	64445	169986
2749	64467	169961
2750	64490	169935
2751	64512	169908
2752	64549	169921
2753	64580	169915
2754	64614	169921
2755	64638	169898
2756	64662	169876
2757	64704	169902
2758	64726	169873
2759	64748	169847
2760	64778	169842
2761	64800	169813
2762	64822	169786
2763	64845	169760
2764	64869	169739
2765	64890	169710
2766	64912	169682
2767	64934	169655
2768	64963	169647
2769	64986	169621
2770	65008	169595
2771	65030	169568
2772	65052	169540
2773	65074	169513
2774	65096	169486
2775	65119	169460
2776	65141	169433
2777	65164	169408
2778	65187	169383
2779	65209	169358
2780	65231	169331
2781	65253	169303
2782	65277	169279
2783	65300	169255
2784	65322	169228
2785	65345	169203
2786	65366	169175
2787	65388	169147
2788	65410	169120
2789	65433	169095
2790	65461	169083
2791	65483	169057
2792	65505	169030
2793	65529	169006
2794	65551	168980
2795	65573	168953
2796	65596	168927
2797	65618	168901
2798	65646	168888
2799	65668	168862
2800	65691	168836
2801	65713	168811
2802	65736	168785
2803	65759	168761
2804	65782	168735
2805	65803	168707
2806	65825	168679
2807	65847	168652
2808	65869	168625
2809	65892	168599
2810	65914	168573
2811	65941	168558
2812	65964	168535
2813	65987	168509
2814	66010	168484
2815	66032	168457
2816	66054	168431
2817	66077	168405
2818	66100	168381
2819	66123	168357
2820	66146	168331
2821	66168	168305
2822	66193	168284
2823	66219	168268
2824	66242	168242
2825	66264	168217
2826	66286	168190
2827	66309	168165
2828	66331	168138
2829	66356	168117
2830	66379	168094
2831	66400	168065
2832	66423	168040
2833	66446	168015
2834	66470	167993
2835	66493	167967
2836	66517	167947
2837	66541	167924
2838	66562	167896
2839	66586	167873
2840	66608	167846
2841	66630	167819
2842	66656	167801
2843	66678	167774
2844	66700	167748
2845	66723	167724
2846	66747	167699
2847	66773	167684
2848	66796	167659
2849	66818	167633
2850	66841	167608
2851	66864	167582
2852	66889	167564
2853	66912	167538
2854	66935	167515
2855	66959	167491
2856	66982	167466
2857	67004	167440
2858	67026	167412
2859	67047	167384
2860	67070	167359
2861	67095	167340
2862	67118	167316
2863	67143	167295
2864	67164	167266
2865	67187	167242
2866	67211	167219
2867	67232	167190
2868	67255	167164
2869	67277	167138
2870	67305	167127
2871	67329	167104
2872	67353	167083
2873	67375	167055
2874	67398	167031
2875	67420	167004
2876	67442	166976
2877	67467	166957
2878	67500	166957
2879	67536	166964
2880	67559	166940
2881	67584	166919
2882	67608	166898
2883	67630	166872
2884	67654	166849
2885	67676	166822
2886	67698	166795
2887	67721	166772
2888	67744	166747
2889	67774	166739
2890	67797	166715
2891	67819	166688
2892	67845	166671
2893	67868	166646
2894	67891	166622
2895	67913	166595
2896	67936	166570
2897	67959	166545
2898	67981	166518
2899	68003	166492
2900	68025	166464
2901	68047	166437
2902	68069	166410
2903	68094	166390
2904	68117	166365
2905	68139	166339
2906	68162	166313
2907	68184	166287
2908	68206	166259
2909	68229	166236
2910	68251	166209
2911	68274	166184
2912	68299	166165
2913	68322	166140
2914	68344	166113
2915	68366	166086
2916	68387	166057
2917	68409	166030
2918	68434	166010
2919	68457	165985
2920	68480	165962
2921	68503	165936
2922	68526	165911
2923	68549	165887
2924	68572	165863
2925	68594	165836
2926	68616	165810
2927	68640	165786
2928	68662	165760
2929	68685	165736
2930	68709	165714
2931	68733	165690
2932	68755	165665
2933	68778	165641
2934	68801	165616
2935	68827	165598
2936	68849	165571
2937	68871	165544
2938	68894	165520
2939	68917	165494
2940	68939	165469
2941	68964	165449
2942	68985	165420
2943	69008	165394
2944	69031	165370
2945	69054	165346
2946	69075	165317
2947	69098	165291
2948	69121	165267
2949	69143	165241
2950	69165	165213
2951	69188	165189
2952	69211	165166
2953	69237	165147
2954	69260	165122
2955	69283	165098
2956	69306	165074
2957	69329	165049
2958	69351	165023
2959	69377	165005
2960	69401	164983
2961	69423	164957
2962	69453	164948
2963	69477	164926
2964	69499	164900
2965	69522	164875
2966	69548	164857
2967	69570	164831
2968	69593	164806
2969	69615	164781
2970	69638	164756
2971	69661	164731
2972	69685	164710
2973	69708	164684
2974	69730	164657
2975	69761	164651
2976	69786	164633
2977	69809	164608
2978	69833	164584
2979	69857	164563
2980	69879	164537
2981	69903	164515
2982	69928	164493
2983	69956	164481
2984	69979	164456
2985	70001	164430
2986	70025	164407
2987	70049	164385
2988	70074	164367
2989	70097	164341
2990	70120	164316
2991	70143	164292
2992	70166	164268
2993	70190	164246
2994	70213	164222
2995	70235	164195
2996	70258	164170
2997	70281	164147
2998	70305	164123
2999	70327	164098
3000	70351	164075
3001	70375	164052
3002	70397	164026
3003	70419	163999
3004	70443	163978
3005	70465	163950
3006	70487	163922
3007	70510	163899
3008	70533	163875
3009	70559	163857
3010	70583	163835
3011	70606	163810
3012	70629	163785
3013	70651	163759
3014	70673	163733
3015	70695	163706
3016	70718	163682
3017	70741	163658
3018	70766	163637
3019	70788	163611
3020	70811	163584
3021	70833	163558
3022	70855	163533
3023	70878	163507
3024	70901	163483
3025	70924	163459
3026	70946	163433
3027	70968	163406
3028	70990	163378
3029	71011	163350
3030	71039	163338
3031	71061	163309
3032	71086	163291
3033	71112	163272
3034	71134	163245
3035	71157	163220
3036	71180	163198
3037	71204	163174
3038	71226	163147
3039	71248	163120
3040	71269	163093
3041	71292	163068
3042	71316	163045
3043	71339	163022
3044	71362	162997
3045	71389	162981
3046	71412	162957
3047	71435	162933
3048	71458	162908
3049	71480	162882
3050	71503	162856
3051	71525	162831
3052	71547	162805
3053	71570	162780
3054	71595	162758
3055	71617	162733
3056	71642	162713
3057	71666	162690
3058	71688	162664
3059	71717	162652
3060	71739	162626
3061	71785	162655
3062	71808	162629
3063	71832	162607
3064	71853	162579
3065	71875	162553
3066	71900	162531
3067	71923	162506
3068	71945	162480
3069	71968	162456
3070	71990	162430
3071	72013	162405
3072	72034	162377
3073	72058	162353
3074	72084	162336
3075	72106	162309
3076	72127	162281
3077	72149	162255
3078	72172	162229
3079	72193	162201
3080	72216	162176
3081	72238	162149
3082	72261	162125
3083	72284	162100
3084	72305	162071
3085	72327	162046
3086	72351	162023
3087	72376	162002
3088	72404	161989
3089	72426	161963
3090	72450	161940
3091	72473	161915
3092	72495	161889
3093	72516	161862
3094	72538	161835
3095	72560	161808
3096	72588	161794
3097	72610	161767
3098	72633	161743
3099	72656	161718
3100	72688	161714
3101	72711	161690
3102	72735	161667
3103	72760	161648
3104	72782	161622
3105	72805	161598
3106	72828	161573
3107	72852	161549
3108	72886	161550
3109	72910	161528
3110	72942	161522
3111	72965	161499
3112	72992	161482
3113	73023	161476
3114	73047	161455
3115	73083	161459
3116	73118	161462
3117	73143	161440
3118	73177	161440
3119	73200	161415
3120	73222	161390
3121	73252	161380
3122	73274	161355
3123	73298	161331
3124	73322	161309
3125	73344	161283
3126	73367	161258
3127	73395	161244
3128	73417	161219
3129	73449	161212
3130	73473	161190
3131	73505	161187
3132	73536	161179
3133	73561	161159
3134	73586	161138
3135	73609	161115
3136	73631	161088
3137	73655	161064
3138	73683	161052
3139	73712	161041
3140	73735	161016
3141	73769	161015
3142	73793	160992
3143	73817	160970
3144	73841	160948
3145	73863	160922
3146	73887	160900
3147	73915	160885
3148	73943	160872
3149	73968	160851
3150	73989	160824
3151	74011	160797
3152	74034	160772
3153	74057	160748
3154	74080	160722
3155	74103	160698
3156	74127	160675
3157	74149	160650
3158	74172	160625
3159	74195	160600
3160	74216	160571
3161	74242	160554
3162	74265	160529
3163	74289	160507
3164	74311	160480
3165	74346	160481
3166	74368	160454
3167	74392	160432
3168	74414	160405
3169	74436	160379
3170	74459	160354
3171	74481	160327
3172	74504	160303
3173	74526	160277
3174	74550	160254
3175	74573	160229
3176	74597	160206
3177	74619	160181
3178	74645	160162
3179	74671	160145
3180	74692	160116
3181	74715	160090
3182	74738	160066
3183	74760	160040
3184	74782	160013
3185	74808	159995
3186	74833	159975
3187	74863	159964
3188	74886	159941
3189	74910	159917
3190	74935	159898
3191	74959	159875
3192	74981	159849
3193	75003	159823
3194	75029	159803
3195	75057	159789
3196	75081	159768
3197	75107	159750
3198	75129	159724
3199	75163	159721
3200	75185	159696
3201	75208	159671
3202	75230	159645
3203	75258	159631
3204	75286	159616
3205	75309	159592
3206	75333	159569
3207	75357	159548
3208	75385	159533
3209	75411	159514
3210	75437	159497
3211	75461	159474
3212	75483	159447
3213	75506	159423
3214	75529	159399
3215	75554	159378
3216	75576	159351
3217	75598	159325
