iter	MAE
190	80.02644536
191	79.97047742
192	79.95311192
193	79.81962197
194	79.79607325
195	79.77420876
196	79.75055728
197	79.64841423
198	79.60431201
199	79.52048611
200	79.49482185
201	79.45954924
202	79.43806426
203	79.37634338
204	79.31462641
205	79.27946601
206	79.26174711
207	79.25087706
208	79.23867919
209	79.22368779
210	79.17468677
211	79.15151188
212	79.06795432
213	79.01162634
214	78.97746019
215	78.92312519
216	78.80635292
217	78.6979971
218	78.64964996
219	78.63999405
220	78.60623738
221	78.56856439
222	78.5184163
223	78.39584703
224	78.37791179
225	78.34281259
226	78.26710641
227	78.23836885
228	78.10064652
229	78.08897214
230	78.06518417
231	78.03304436
232	78.01842431
233	78.00174068
234	77.98107145
235	77.96496656
236	77.93563812
237	77.87871558
238	77.81895917
239	77.79456377
240	77.70324548
241	77.57649449
242	77.56387943
243	77.48012417
244	77.45220462
245	77.423867
246	77.34614987
247	77.22732843
248	77.17619247
249	77.14358436
250	77.13082404
251	77.1214954
252	77.0965059
253	77.08019511
254	77.05874073
255	77.00774065
256	76.97801926
257	76.96418847
258	76.90332464
259	76.88987266
260	76.83104888
261	76.68797034
262	76.66432808
263	76.62740698
264	76.56537915
265	76.50361572
266	76.43799363
267	76.41419713
268	76.33743774
269	76.3258926
270	76.28137312
271	76.26468461
272	76.23030049
273	76.20252767
274	76.1086342
275	76.03136401
276	75.9629263
277	75.91991231
278	75.89195429
279	75.80858346
280	75.75421496
281	75.66523374
282	75.56570389
283	75.52042688
284	75.42163124
285	75.32002024
286	75.29858609
287	75.1778579
288	75.05375899
289	74.91535879
290	74.81906434
291	74.7244401
292	74.67629059
293	74.64326722
294	74.61344968
295	74.52136883
296	74.50626031
297	74.48973972
298	74.47609636
299	74.46330962
300	74.37799765
301	74.22669817
302	74.1846571
303	74.16505104
304	74.1039591
305	74.06044884
306	74.03247395
307	73.9965363
308	73.91900355
309	73.91278995
310	73.87663294
311	73.86264162
312	73.82041629
313	73.79718981
314	73.60506097
315	73.49654132
316	73.43922947
317	73.43039052
318	73.4118223
319	73.31749217
320	73.14073644
321	73.12679891
322	73.10089728
323	73.09088027
324	72.88570205
325	72.82906392
326	72.79474664
327	72.7137077
328	72.64692258
329	72.48036191
330	72.34774773
331	72.20106767
332	72.14220184
333	72.10382662
334	72.05947526
335	71.93409551
336	71.8414939
337	71.81976699
338	71.79493871
339	71.77654543
340	71.74840552
341	71.67195383
342	71.61763237
343	71.60178912
344	71.54693798
345	71.52973731
346	71.51467757
347	71.48618011
348	71.43431856
349	71.40747576
350	71.35200461
351	71.32413534
352	71.28545897
353	71.22980351
354	71.16997017
355	71.06191467
356	70.93753676
357	70.86025863
358	70.80217531
359	70.7724431
360	70.75796937
361	70.65386453
362	70.62704685
363	70.55255157
364	70.47568881
365	70.45467467
366	70.42426422
367	70.39350144
368	70.36678337
369	70.36330985
370	70.3492094
371	70.30500197
372	70.28312678
373	70.23612272
374	70.22290935
375	70.16461444
376	70.11107232
377	70.08373429
378	70.05517057
379	70.04422195
380	69.97622574
381	69.87216863
382	69.85321865
383	69.7994808
384	69.73476393
385	69.71175263
386	69.65179271
387	69.62500773
388	69.59560213
389	69.58958688
390	69.58130968
391	69.52211936
392	69.50584349
393	69.49893306
394	69.47898283
395	69.40034815
396	69.30650538
397	69.28358002
398	69.22001446
399	69.13603568
400	69.11817151
401	69.11204265
402	69.06271818
403	69.03128338
404	68.97735201
405	68.94697109
406	68.8813581
407	68.8757692
408	68.82481865
409	68.81459525
410	68.74607816
411	68.61487624
412	68.59074244
413	68.5765298
414	68.55655822
415	68.53905675
416	68.50046266
417	68.49246452
418	68.48122998
419	68.46475837
420	68.36432258
421	68.32083761
422	68.28311004
423	68.27021263
424	68.23390726
425	68.19449529
426	68.1776431
427	68.13624526
428	68.11490622
429	68.08970111
430	68.02792801
431	68.00520288
432	67.99888744
433	67.98327949
434	67.96643104
435	67.94988852
436	67.94526583
437	67.90885421
438	67.90082725
439	67.85383519
440	67.83622611
441	67.81438918
442	67.70777093
443	67.68205794
444	67.64892962
445	67.60124376
446	67.59413944
447	67.53816089
448	67.50215518
449	67.45449168
450	67.42437502
451	67.38220731
452	67.27887359
453	67.21943403
454	67.2087179
455	67.1526547
456	67.10872967
457	67.08159151
458	67.0667034
459	67.0613776
460	67.05025408
461	67.04584616
462	67.02630948
463	67.01501855
464	66.96823034
465	66.90158763
466	66.8569143
467	66.81501897
468	66.79958645
469	66.78460986
470	66.73410693
471	66.7222853
472	66.71204145
473	66.70201533
474	66.67867706
475	66.66508042
476	66.62856559
477	66.62031746
478	66.60931145
479	66.59106091
480	66.55417188
481	66.49102493
482	66.47332371
483	66.41757654
484	66.39904452
485	66.3663603
486	66.3575649
487	66.34294568
488	66.32550285
489	66.28741256
490	66.27167495
491	66.26098398
492	66.24551789
493	66.22686219
494	66.22204843
495	66.19189628
496	66.18551802
497	66.17722878
498	66.13085877
499	66.11914189
500	66.06825456
501	66.01283346
502	66.00207045
503	65.99591252
504	65.9765522
505	65.96201499
506	65.85433128
507	65.84945273
508	65.81760398
509	65.78116143
510	65.75108139
511	65.63085376
512	65.54000473
513	65.51657503
514	65.50792063
515	65.50190971
516	65.48603981
517	65.46981514
518	65.39196165
519	65.34619038
520	65.33899911
521	65.32390183
522	65.24766499
523	65.22135099
524	65.15658294
525	65.0697359
526	65.06660074
527	65.05361391
528	64.99692686
529	64.97667283
530	64.93567153
531	64.88427959
532	64.8400974
533	64.71901755
534	64.7172979
535	64.70502707
536	64.67716762
537	64.63780687
538	64.57483172
539	64.47989067
540	64.41486153
541	64.41163964
542	64.40644556
543	64.39284467
544	64.3827575
545	64.35540085
546	64.32897605
547	64.31160898
548	64.29068745
549	64.28594291
550	64.2703326
551	64.1977716
552	64.18411645
553	64.18219199
554	64.16282663
555	64.15662356
556	64.14498331
557	64.10196696
558	64.08829931
559	64.06932202
560	64.06284766
561	64.02349194
562	64.00784915
563	63.98311921
564	63.95861335
565	63.91170017
566	63.88653036
567	63.87663251
568	63.86904665
569	63.84561393
570	63.81068287
571	63.7908321
572	63.73433638
573	63.71165325
574	63.62216656
575	63.61363135
576	63.53875293
577	63.51630266
578	63.48073487
579	63.47415954
580	63.41160004
581	63.37268676
582	63.26168007
583	63.15037241
584	63.12966407
585	63.12591946
586	63.11980046
587	63.11693512
588	63.11146857
589	63.1040024
590	63.10306237
591	63.09861065
592	63.09471476
593	63.07854997
594	63.02848595
595	63.02074222
596	62.99847288
597	62.99534666
598	62.96724149
599	62.95380419
600	62.9216946
601	62.86590897
602	62.80180394
603	62.78675129
604	62.77566717
605	62.76150326
606	62.75679186
607	62.72621117
608	62.71727586
609	62.71516305
610	62.68578829
611	62.65203802
612	62.64009162
613	62.59164082
614	62.56342792
615	62.50860615
616	62.50083266
617	62.49817242
618	62.49245408
619	62.48778433
620	62.47487251
621	62.44772979
622	62.43400049
623	62.4246182
624	62.36445854
625	62.3319086
626	62.32875793
627	62.30196602
628	62.25446783
629	62.2209508
630	62.21630897
631	62.17309182
632	62.15693189
633	62.12335966
634	62.10761292
635	62.10003587
636	62.0950022
637	62.08883471
638	62.08241684
639	62.0537495
640	62.03280207
641	62.0259995
642	62.01295209
643	61.97376529
644	61.93803062
645	61.93521996
646	61.87442869
647	61.85803654
648	61.81735754
649	61.7864079
650	61.78522697
651	61.77965757
652	61.74885137
653	61.72696147
654	61.6836953
655	61.66602275
656	61.64188397
657	61.63347088
658	61.62376977
659	61.60301396
660	61.5652322
661	61.53143976
662	61.52211939
663	61.5191425
664	61.50235983
665	61.47190786
666	61.4670503
667	61.437362
668	61.3581289
669	61.34764985
670	61.32288161
671	61.31406291
672	61.30765284
673	61.29957088
674	61.29778603
675	61.2950499
676	61.29299978
677	61.27628904
678	61.24884369
679	61.24285622
680	61.20902792
681	61.19941649
682	61.19576095
683	61.16214124
684	61.11987506
685	61.09190317
686	61.07570454
687	61.06865275
688	61.00988979
689	60.99162318
690	60.94552367
691	60.90890368
692	60.90789397
693	60.84293603
694	60.80972842
695	60.77401658
696	60.76247406
697	60.75415723
698	60.75321912
699	60.75130611
700	60.75081122
701	60.72333298
702	60.72172308
703	60.71325564
704	60.71106478
705	60.68958263
706	60.66497785
707	60.60540239
708	60.59279933
709	60.58834842
710	60.56412768
711	60.55207312
712	60.52615605
713	60.52036834
714	60.50449267
715	60.48869377
716	60.4644396
717	60.43005078
718	60.39596078
719	60.34670177
720	60.34166133
721	60.3275868
722	60.31801636
723	60.25938025
724	60.22499387
725	60.14738015
726	60.13884075
727	60.12805607
728	60.11089541
729	60.08027172
730	60.00333124
731	59.97050038
732	59.93842544
733	59.90169276
734	59.86280223
735	59.84757722
736	59.84400273
737	59.84182581
738	59.83848677
739	59.8347612
740	59.78911909
741	59.78168139
742	59.76991734
743	59.75955617
744	59.73269362
745	59.72845483
746	59.70719584
747	59.7017169
748	59.67555107
749	59.66426518
750	59.64559718
751	59.59739218
752	59.57783809
753	59.54476783
754	59.53600497
755	59.53417527
756	59.52785439
757	59.52051771
758	59.49688955
759	59.46350412
760	59.44010202
761	59.42702091
762	59.40389054
763	59.40196198
764	59.31889317
765	59.30886426
766	59.28012793
767	59.27853076
768	59.17367964
769	59.09765674
770	59.06622316
771	59.05711417
772	59.00130923
773	58.99625597
774	58.99414333
775	58.97660849
776	58.96953922
777	58.91090349
778	58.90196362
779	58.87807944
780	58.86934709
781	58.86341502
782	58.84379212
783	58.84158747
784	58.81895254
785	58.81743371
786	58.80903138
787	58.78991502
788	58.78577173
789	58.77306668
790	58.75455516
791	58.66471758
792	58.64854126
793	58.6385712
794	58.61524643
795	58.61165614
796	58.60711582
797	58.58202348
798	58.56760903
799	58.53118381
800	58.52778011
801	58.51364817
802	58.50455649
803	58.45759987
804	58.45720417
805	58.45291645
806	58.44433273
807	58.41958391
808	58.39729641
809	58.38417859
810	58.3739575
811	58.36315561
812	58.36228916
813	58.32589003
814	58.3208318
815	58.31708367
816	58.31462851
817	58.30521617
818	58.30144467
819	58.29024103
820	58.28705532
821	58.28476374
822	58.28324929
823	58.26632389
824	58.2157302
825	58.20022095
826	58.18321097
827	58.18119857
828	58.15184112
829	58.15045535
830	58.14384449
831	58.1402374
832	58.13893601
833	58.1337584
834	58.11992813
835	58.10888036
836	58.09354587
837	58.07899424
838	58.06222451
839	58.06070239
840	58.0503433
841	58.04940146
842	58.04701287
843	58.00521922
844	58.00412867
845	58.00292424
846	57.99343937
847	57.9430672
848	57.93920168
849	57.89575311
850	57.86008816
851	57.82770297
852	57.81826472
853	57.81676982
854	57.78245498
855	57.7754173
856	57.66904917
857	57.65994801
858	57.61789725
859	57.6176539
860	57.61132654
861	57.60468081
862	57.58976715
863	57.56979216
864	57.56578383
865	57.55756049
866	57.55246785
867	57.55100287
868	57.49490874
869	57.49298351
870	57.47777871
871	57.45316371
872	57.45222974
873	57.45020956
874	57.44895993
875	57.43865791
876	57.42486226
877	57.41263947
878	57.4122371
879	57.39918247
880	57.39271545
881	57.38887422
882	57.35801604
883	57.35241552
884	57.34178108
885	57.33769555
886	57.3353577
887	57.33045505
888	57.32355709
889	57.30970489
890	57.29108517
891	57.26137462
892	57.19152439
893	57.12845084
894	57.1240482
895	57.11661366
896	57.11401032
897	57.10866089
898	57.10825859
899	57.1071923
900	57.10300238
901	57.08350083
902	57.07821779
903	57.07706246
904	57.07400021
905	57.07262599
906	56.99101243
907	56.98711777
908	56.98709101
909	56.98527369
910	56.982946
911	56.97689979
912	56.94420466
913	56.92635986
914	56.91830435
915	56.91565461
916	56.91065684
917	56.89549846
918	56.89157002
919	56.88285002
920	56.87683585
921	56.87554385
922	56.86987566
923	56.81605216
924	56.77689133
925	56.77094477
926	56.76845191
927	56.76573774
928	56.75564948
929	56.75330971
930	56.72707841
931	56.72005705
932	56.6687689
933	56.65952729
934	56.65618309
935	56.65570243
936	56.64550752
937	56.63545618
938	56.6094047
939	56.55820967
940	56.55070762
941	56.53864165
942	56.53529909
943	56.47638634
944	56.47567746
945	56.46555263
946	56.42632249
947	56.39458286
948	56.38247216
949	56.38218431
950	56.38171405
951	56.37912093
952	56.37871077
953	56.37168814
954	56.35928211
955	56.35830451
956	56.35662861
957	56.35625312
958	56.32131353
959	56.32122592
960	56.31957887
961	56.28900344
962	56.2519052
963	56.25107703
964	56.24855451
965	56.23835958
966	56.23778053
967	56.23433217
968	56.22785769
969	56.22686187
970	56.22646045
971	56.20714095
972	56.19983497
973	56.16738068
974	56.1623227
975	56.15684729
976	56.15484227
977	56.1547848
978	56.14157122
979	56.14024412
980	56.13530136
981	56.12613296
982	56.12521542
983	56.1112167
984	56.10749765
985	56.08972587
986	56.08860537
987	56.08761069
988	56.08542708
989	56.07539645
990	56.05513263
991	56.0167008
992	56.0157007
993	56.00841269
994	55.97821053
995	55.97776706
996	55.94378952
997	55.9436324
998	55.93810022
999	55.92653735
1000	55.92425434
1001	55.91089117
1002	55.90357894
1003	55.89660494
1004	55.89522075
1005	55.89277453
1006	55.81194334
1007	55.81146923
1008	55.79516535
1009	55.784467
1010	55.7807945
1011	55.77709005
1012	55.77457816
1013	55.77359381
1014	55.77220031
1015	55.74345837
1016	55.74238277
1017	55.72928838
1018	55.72426782
1019	55.70657922
1020	55.70529285
1021	55.70158503
1022	55.67496943
1023	55.67107537
1024	55.66900573
1025	55.6546497
1026	55.65443695
1027	55.65141939
1028	55.64631595
1029	55.64544741
1030	55.62451836
1031	55.56488102
1032	55.56190059
1033	55.55147533
1034	55.55092618
1035	55.5502206
1036	55.54863597
1037	55.5314787
1038	55.49532681
1039	55.49336763
1040	55.49162919
1041	55.48743101
1042	55.47084758
1043	55.4702015
1044	55.46742298
1045	55.46730754
1046	55.46374515
1047	55.46166598
1048	55.41916029
1049	55.40561199
1050	55.40042548
1051	55.39817323
1052	55.33892508
1053	55.28971803
1054	55.21574811
1055	55.21455456
1056	55.21185949
1057	55.19485277
1058	55.19474079
1059	55.16880136
1060	55.16732997
1061	55.16658244
1062	55.13810448
1063	55.04639677
1064	55.04552997
1065	55.04483382
1066	55.03665284
1067	55.03137572
1068	54.97311366
1069	54.96170058
1070	54.95644351
1071	54.95359588
1072	54.95112409
1073	54.94514819
1074	54.93571334
1075	54.93406876
1076	54.91625372
1077	54.91306096
1078	54.87787585
1079	54.8749273
1080	54.87408783
1081	54.87353192
1082	54.87238904
1083	54.86348292
1084	54.82602439
1085	54.81343362
1086	54.81296382
1087	54.81172788
1088	54.802904
1089	54.80280097
1090	54.78746519
1091	54.78641501
1092	54.77942443
1093	54.77260364
1094	54.76870621
1095	54.76866184
1096	54.74191447
1097	54.71822773
1098	54.7165454
1099	54.70775851
1100	54.70651262
1101	54.70472872
1102	54.70364316
1103	54.68965609
1104	54.68889831
1105	54.68709497
1106	54.67544457
1107	54.67427748
1108	54.61386433
1109	54.60335998
1110	54.60097045
1111	54.58494641
1112	54.58212182
1113	54.54861355
1114	54.49038237
1115	54.48941586
1116	54.48818722
1117	54.46768613
1118	54.46025462
1119	54.45905417
1120	54.45711804
1121	54.45044865
1122	54.42523877
1123	54.4238441
1124	54.41985115
1125	54.4150095
1126	54.41188817
1127	54.40678543
1128	54.40599106
1129	54.3979044
1130	54.32574246
1131	54.32570162
1132	54.3239617
1133	54.30265743
1134	54.30253728
1135	54.28405585
1136	54.27831154
1137	54.27276483
1138	54.27088146
1139	54.26127519
1140	54.25923403
1141	54.25555606
1142	54.25351229
1143	54.21542041
1144	54.2150614
1145	54.17990724
1146	54.17777147
1147	54.14501414
1148	54.14473451
1149	54.14449348
1150	54.14082592
1151	54.03463164
1152	54.01410445
1153	53.99813926
1154	53.96451779
1155	53.93920938
1156	53.92966143
1157	53.9295819
1158	53.92598474
1159	53.91548782
1160	53.89819437
1161	53.89560443
1162	53.85764393
1163	53.84712646
1164	53.83666792
1165	53.83456713
1166	53.83415194
1167	53.82949585
1168	53.82616753
1169	53.82356728
1170	53.80507049
1171	53.80340237
1172	53.80145527
1173	53.80131407
1174	53.80021161
1175	53.79935197
1176	53.76666629
1177	53.76661259
1178	53.76647548
1179	53.7653117
1180	53.75811653
1181	53.75778146
1182	53.67977039
1183	53.6763929
1184	53.67223094
1185	53.63410152
1186	53.63101451
1187	53.63096281
1188	53.62873842
1189	53.62623265
1190	53.6119839
1191	53.57368545
1192	53.55956948
1193	53.5386776
1194	53.52235539
1195	53.52152112
1196	53.46598893
1197	53.4626765
1198	53.46102471
1199	53.45300886
1200	53.45028381
1201	53.39243076
1202	53.39108814
1203	53.37215171
1204	53.34080635
1205	53.33893959
1206	53.28722974
1207	53.26344908
1208	53.25295592
1209	53.22435045
1210	53.22203002
1211	53.20485361
1212	53.20250892
1213	53.20022678
1214	53.1692771
1215	53.1658799
1216	53.13324409
1217	53.13307376
1218	53.12397951
1219	53.1115751
1220	53.10166788
1221	53.06392146
1222	53.05007978
1223	53.02732777
1224	52.99962728
1225	52.99936806
1226	52.97581066
1227	52.96039662
1228	52.9573217
1229	52.93496119
1230	52.93322926
1231	52.91004226
1232	52.85007202
1233	52.82112495
1234	52.81500747
1235	52.80105489
1236	52.8001878
1237	52.7939155
1238	52.78180435
1239	52.7272008
1240	52.67487639
1241	52.67402921
1242	52.65514961
1243	52.64074327
1244	52.61361799
1245	52.6082441
1246	52.60455317
1247	52.58784622
1248	52.58598017
1249	52.57773324
1250	52.56860021
1251	52.54997054
1252	52.54616913
1253	52.54251193
1254	52.54105678
1255	52.53918234
1256	52.53224668
1257	52.52602389
1258	52.52523401
1259	52.51080581
1260	52.50486807
1261	52.49942296
1262	52.46817362
1263	52.46486552
1264	52.46340687
1265	52.46277447
1266	52.41169725
1267	52.40561228
1268	52.40492024
1269	52.39178479
1270	52.38786288
1271	52.38782451
1272	52.35578625
1273	52.35336883
1274	52.33932248
1275	52.32462072
1276	52.30999317
1277	52.30815659
1278	52.28909533
1279	52.27539254
1280	52.27489543
1281	52.2733536
1282	52.24701473
1283	52.212788
1284	52.2106722
1285	52.20865524
1286	52.20365228
1287	52.20291794
1288	52.20216074
1289	52.19403949
1290	52.15737809
1291	52.15569893
1292	52.15522402
1293	52.14953812
1294	52.13943841
1295	52.13732564
1296	52.10599232
1297	52.09588903
1298	52.09420543
1299	52.09260289
1300	52.07275096
1301	52.04406408
1302	52.02195282
1303	52.02168143
1304	51.99415539
1305	51.96760639
1306	51.95035553
1307	51.94326124
1308	51.91671775
1309	51.91273865
1310	51.91091366
1311	51.88647241
1312	51.88021072
1313	51.85239672
1314	51.83131692
1315	51.82049493
1316	51.81068052
1317	51.80717149
1318	51.7998951
1319	51.77414294
1320	51.76991903
1321	51.76954758
1322	51.76702819
1323	51.76376211
1324	51.76190169
1325	51.75822927
1326	51.72096567
1327	51.71678708
1328	51.66110827
1329	51.65077601
1330	51.59793625
1331	51.59728675
1332	51.56368584
1333	51.55157776
1334	51.54944844
1335	51.54811136
1336	51.52811752
1337	51.51660928
1338	51.51560597
1339	51.48093954
1340	51.4251093
1341	51.42246706
1342	51.41511848
1343	51.39981107
1344	51.38800519
1345	51.38734465
1346	51.3861591
1347	51.38314736
1348	51.37991306
1349	51.37764507
1350	51.35493318
1351	51.35454503
1352	51.33919495
1353	51.32422137
1354	51.30417817
1355	51.29393517
1356	51.28839582
1357	51.25885799
1358	51.24799341
1359	51.24790889
1360	51.24665914
1361	51.22529827
1362	51.22124988
1363	51.21668537
1364	51.2136114
1365	51.20841098
1366	51.19874472
1367	51.19847158
1368	51.18697359
1369	51.18386802
1370	51.18330673
1371	51.17347079
1372	51.15745837
1373	51.11225833
1374	51.09181688
1375	51.09064385
1376	51.08648548
1377	51.06963031
1378	51.0686748
1379	51.06812334
1380	51.06303905
1381	51.06222764
1382	51.05083659
1383	51.05076875
1384	51.04898964
1385	51.04794203
1386	51.0474334
1387	51.04479766
1388	51.04439355
1389	51.04136122
1390	51.01673059
1391	50.99308398
1392	50.98467072
1393	50.98396168
1394	50.98367725
1395	50.97851435
1396	50.97745574
1397	50.96877937
1398	50.96872714
1399	50.96528762
1400	50.9648782
1401	50.96459538
1402	50.94665109
1403	50.94557008
1404	50.94408233
1405	50.94367915
1406	50.9431175
1407	50.93697756
1408	50.93263774
1409	50.93042917
1410	50.93028974
1411	50.91189865
1412	50.90552799
1413	50.90487925
1414	50.90070632
1415	50.88950228
1416	50.8872858
1417	50.88727234
1418	50.87565815
1419	50.87380116
1420	50.87048942
1421	50.86920958
1422	50.85853672
1423	50.85659909
1424	50.85576869
1425	50.84903958
1426	50.8475783
1427	50.84583551
1428	50.84092482
1429	50.8360471
1430	50.83524883
1431	50.827984
1432	50.78678851
1433	50.74888513
1434	50.7310053
1435	50.73026524
1436	50.72074066
1437	50.65569782
1438	50.63119872
1439	50.62600014
1440	50.60715914
1441	50.57599156
1442	50.57427644
1443	50.54833946
1444	50.5466553
1445	50.54323503
1446	50.54251314
1447	50.5041298
1448	50.49611826
1449	50.44099413
1450	50.43256566
1451	50.42863404
1452	50.42838304
1453	50.40866459
1454	50.40841816
1455	50.37567859
1456	50.36753379
1457	50.367043
1458	50.36283775
1459	50.35026371
1460	50.34995334
1461	50.34599931
1462	50.34370851
1463	50.2921495
1464	50.28461685
1465	50.24133976
1466	50.22961361
1467	50.17673388
1468	50.17190714
1469	50.17185819
1470	50.16699109
1471	50.15063175
1472	50.14839921
1473	50.14821779
1474	50.14807683
1475	50.09962602
1476	50.0982557
1477	50.08782512
1478	50.08765397
1479	50.08650808
1480	50.08524753
1481	50.07677582
1482	50.07447117
1483	50.07402538
1484	50.07058765
1485	50.06654148
1486	50.06453289
1487	50.06369079
1488	50.0349343
1489	49.97707148
1490	49.97419674
1491	49.97390978
1492	49.97298308
1493	49.9549757
1494	49.92511917
1495	49.91874232
1496	49.91668504
1497	49.91531842
1498	49.91469393
1499	49.88954281
1500	49.84918677
1501	49.83686939
1502	49.8087877
1503	49.80635733
1504	49.77986101
1505	49.77731215
1506	49.77717684
1507	49.76688382
1508	49.73582744
1509	49.68848161
1510	49.68816548
1511	49.68444755
1512	49.68380257
1513	49.68186814
1514	49.67835831
1515	49.678008
1516	49.67548031
1517	49.67542085
1518	49.6647185
1519	49.66317625
1520	49.62298286
1521	49.61853411
1522	49.61436887
1523	49.60968418
1524	49.60882357
1525	49.6076971
1526	49.5810681
1527	49.56506335
1528	49.56475012
1529	49.56406738
1530	49.56381426
1531	49.56359721
1532	49.54906058
1533	49.54808645
1534	49.54774401
1535	49.53109085
1536	49.52864551
1537	49.52801043
1538	49.52709983
1539	49.49193058
1540	49.46686586
1541	49.44731634
1542	49.44034841
1543	49.43920421
1544	49.43608843
1545	49.43581564
1546	49.43565573
1547	49.42023777
1548	49.41986008
1549	49.40632434
1550	49.38774103
1551	49.3828472
1552	49.34670193
1553	49.33794558
1554	49.33690462
1555	49.3347221
1556	49.33453486
1557	49.33445826
1558	49.33431009
1559	49.32652769
1560	49.29668848
1561	49.29633927
1562	49.29260251
1563	49.28207085
1564	49.25041431
1565	49.24888447
1566	49.21672377
1567	49.19342026
1568	49.17355685
1569	49.17121885
1570	49.17082094
1571	49.16259335
1572	49.16208556
1573	49.14630437
1574	49.13815646
1575	49.11320636
1576	49.08693831
1577	49.08536626
1578	49.07813441
1579	49.05177155
1580	49.05100675
1581	49.05082524
1582	49.04380198
1583	49.01941231
1584	49.01930934
1585	49.00612854
1586	49.0051243
1587	48.99480878
1588	48.99451155
1589	48.99389735
1590	48.99026695
1591	48.9750399
1592	48.97271128
1593	48.96968078
1594	48.96585787
1595	48.96375718
1596	48.96348865
1597	48.95515886
1598	48.95421442
1599	48.95108714
1600	48.94886149
1601	48.94247254
1602	48.93702674
1603	48.91715162
1604	48.91422018
1605	48.87936741
1606	48.87918007
1607	48.87845478
1608	48.86295681
1609	48.86056876
1610	48.85863046
1611	48.8585259
1612	48.85718997
1613	48.85393801
1614	48.85346574
1615	48.85049524
1616	48.82616773
1617	48.82362281
1618	48.82056902
1619	48.81765081
1620	48.80853422
1621	48.80553522
1622	48.79522155
1623	48.7705105
1624	48.76939832
1625	48.76917926
1626	48.72924704
1627	48.72790095
1628	48.72268378
1629	48.71573628
1630	48.71179023
1631	48.71067616
1632	48.69126977
1633	48.69066698
1634	48.69012969
1635	48.68891351
1636	48.68760284
1637	48.68664243
1638	48.64010287
1639	48.62536378
1640	48.61687767
1641	48.61138185
1642	48.59765987
1643	48.55167795
1644	48.54850609
1645	48.54131363
1646	48.54117312
1647	48.53423772
1648	48.53031482
1649	48.49772709
1650	48.4515604
1651	48.44159722
1652	48.42942708
1653	48.42496065
1654	48.4203186
1655	48.39289805
1656	48.39035134
1657	48.37130577
1658	48.37059784
1659	48.36540522
1660	48.35412124
1661	48.31272507
1662	48.31193981
1663	48.29626191
1664	48.29300188
1665	48.28460945
